Player,Overs,Mdns,Runs,WktsDescending,Econ,Inns,Opposition,Ground,Start Date,Team
PAJ DeFreitas,21,4,59,4,2.8,4,West Indies,Leeds,6/6/1991,England
Waqar Younis,28,11,59,4,2.1,2,New Zealand,Hamilton,1/2/1993,Pakistan
MG Hughes,20.83333333333333,5,59,4,2.83,2,England,Manchester,6/3/1993,Australia
SK Warne,35,11,59,4,1.68,3,New Zealand,Brisbane,12/3/1993,Australia
Mushtaq Ahmed,22.166666666666668,4,59,4,2.66,1,New Zealand,Lahore,11/21/1996,Pakistan
JJC Lawson,14.5,3,59,4,4.06,2,Sri Lanka,Colombo (SSC),7/13/2005,West Indies
Harbhajan Singh,15.833333333333334,1,59,4,3.72,3,Zimbabwe,Bulawayo,9/13/2005,India
A Flintoff,18,3,59,4,3.27,1,Australia,Sydney,10/14/2005,ICC World XI
Z Khan,21,5,59,4,2.8,1,England,Nottingham,7/27/2007,India
Danish Kaneria,21.666666666666668,3,59,4,2.72,2,India,Delhi,11/22/2007,Pakistan
Harbhajan Singh,33,8,59,4,1.78,4,New Zealand,Wellington,4/3/2009,India
M Morkel,16,5,59,4,3.68,3,England,Johannesburg,1/14/2010,South Africa
MG Johnson,16,2,59,4,3.68,2,New Zealand,Hamilton,3/27/2010,Australia
I Sharma,22,6,59,4,2.68,3,England,Lord's,7/21/2011,India
Sohag Gazi,19,1,59,4,3.1,2,Zimbabwe,Harare,4/25/2013,Bangladesh
MN Waller,27,4,59,4,2.18,3,Bangladesh,Khulna,11/3/2014,Zimbabwe
MM Ali,20,7,59,4,2.95,2,South Africa,Lord's,7/6/2017,England
BA Stokes,25.5,2,59,4,2.31,1,West Indies,Bridgetown,1/23/2019,England
MJ Leach,14,1,59,4,4.21,3,Sri Lanka,Galle,1/22/2021,England
Shaheen Shah Afridi,21.666666666666668,6,59,4,2.72,2,West Indies,Kingston,8/12/2021,Pakistan
Sir RJ Hadlee,19.83333333333333,3,60,4,3.02,1,Pakistan,Auckland,1/25/1985,New Zealand
Sir RJ Hadlee,33.166666666666664,15,60,4,1.8,3,England,Nottingham,8/7/1986,New Zealand
Wasim Akram,21.83333333333333,2,60,4,2.74,2,India,Ahmedabad,3/4/1987,Pakistan
MD Marshall,25,5,60,4,2.4,4,England,Lord's,6/16/1988,West Indies
CEL Ambrose,27,7,60,4,2.22,2,Australia,Melbourne,12/24/1988,West Indies
DE Malcolm,20,2,60,4,3,1,West Indies,Port of Spain,3/23/1990,England
Wasim Akram,24,5,60,4,2.5,3,New Zealand,Karachi,10/10/1990,Pakistan
Wasim Akram,24,10,60,4,2.5,1,New Zealand,Wellington,2/17/1994,Pakistan
J Srinath,31,8,60,4,1.93,1,New Zealand,Hamilton,3/19/1994,India
D Gough,26,9,60,4,2.3,1,Australia,Melbourne,12/24/1994,England
KCG Benjamin,13.833333333333334,2,60,4,4.33,1,England,Leeds,6/8/1995,West Indies
CA Walsh,22,4,60,4,2.72,3,England,Leeds,6/8/1995,West Indies
PJ Martin,27,9,60,4,2.22,1,South Africa,Durban,12/14/1995,England
GD McGrath,29.83333333333333,12,60,4,2.01,4,West Indies,Brisbane,11/22/1996,Australia
WPUJC Vaas,27,7,60,4,2.22,2,Pakistan,Colombo (SSC),4/26/1997,Sri Lanka
DG Cork,20,4,60,4,3,3,South Africa,Nottingham,7/23/1998,England
IG Butler,18.5,2,60,4,3.24,1,England,Wellington,3/21/2002,New Zealand
MA Butcher,12.833333333333334,0,60,4,4.67,3,Zimbabwe,Lord's,5/22/2003,England
Mashrafe Mortaza,28,11,60,4,2.14,1,England,Chattogram,10/29/2003,Bangladesh
M Muralidaran,40,18,60,4,1.5,2,England,Kandy,12/10/2003,Sri Lanka
CL Cairns,16.833333333333332,2,60,4,3.56,2,South Africa,Wellington,3/26/2004,New Zealand
DW Steyn,20,5,60,4,3,1,West Indies,Cape Town,1/2/2008,South Africa
BAW Mendis,18,3,60,4,3.33,3,India,Colombo (SSC),7/23/2008,Sri Lanka
BW Hilfenhaus,19,2,60,4,3.15,3,England,Leeds,8/7/2009,Australia
RMS Eranga,24,5,60,4,2.5,2,Pakistan,Sharjah,1/16/2014,Sri Lanka
JM Anderson,23,7,60,4,2.6,1,India,Lord's,7/17/2014,England
IS Sodhi,21.666666666666668,9,60,4,2.76,2,Zimbabwe,Bulawayo,8/6/2016,New Zealand
NM Lyon,24.166666666666668,5,60,4,2.48,2,England,Adelaide,12/2/2017,Australia
M Morkel,22.166666666666668,5,60,4,2.7,2,India,Centurion,1/13/2018,South Africa
GRJ Matthews,34,15,61,4,1.79,2,New Zealand,Auckland,3/13/1986,Australia
IR Bishop,17,3,61,4,3.58,3,India,Kingston,4/28/1989,West Indies
Wasim Akram,24,4,61,4,2.54,1,West Indies,Lahore,12/6/1990,Pakistan
CC Lewis,25.33333333333333,3,61,4,2.4,1,West Indies,Port of Spain,3/25/1994,England
DK Morrison,25.5,5,61,4,2.39,3,Sri Lanka,Napier,3/11/1995,New Zealand
DG Cork,20.166666666666668,5,61,4,3.02,1,India,Birmingham,6/6/1996,England
PCR Tufnell,31,12,61,4,1.96,3,Zimbabwe,Bulawayo,12/18/1996,England
SCG MacGill,19,2,61,4,3.21,1,England,Melbourne,12/26/1998,Australia
VC Drakes,18,2,61,4,3.38,1,Bangladesh,Dhaka,12/8/2002,West Indies
RW Price,20.83333333333333,3,61,4,2.92,4,Bangladesh,Harare,2/19/2004,Zimbabwe
Z Khan,19.666666666666668,4,61,4,3.1,3,Pakistan,Faisalabad,1/21/2006,India
SR Clark,19,4,61,4,3.21,3,India,Perth,1/16/2008,Australia
TG Southee,19,3,61,4,3.21,1,Australia,Hamilton,3/27/2010,New Zealand
Umar Gul,21,5,61,4,2.9,3,Australia,Lord's,7/13/2010,Pakistan
Umar Gul,20.83333333333333,4,61,4,2.92,3,New Zealand,Wellington,1/15/2011,Pakistan
KM Jarvis,16.5,4,61,4,3.69,4,Bangladesh,Harare,8/4/2011,Zimbabwe
Umar Gul,20,5,61,4,3.05,4,England,Dubai (DSC),2/3/2012,Pakistan
MG Johnson,17,2,61,4,3.58,2,England,Brisbane,11/21/2013,Australia
VD Philander,27,6,61,4,2.25,1,India,Johannesburg,12/18/2013,South Africa
KAJ Roach,18,2,61,4,3.38,1,New Zealand,Bridgetown,6/26/2014,West Indies
MG Johnson,17.5,4,61,4,3.48,3,India,Brisbane,12/17/2014,Australia
SCJ Broad,24,9,61,4,2.54,1,West Indies,St George's,4/21/2015,England
SR Harmer,24,5,61,4,2.54,3,India,Mohali,11/5/2015,South Africa
MR Marsh,17.5,2,61,4,3.48,4,West Indies,Melbourne,12/26/2015,Australia
MDK Perera,24.666666666666668,5,61,4,2.47,1,England,Pallekele,11/14/2018,Sri Lanka
K Rabada,16.666666666666668,2,61,4,3.66,3,Pakistan,Cape Town,1/3/2019,South Africa
SN Thakur,19,2,61,4,3.21,3,Australia,Brisbane,1/15/2021,India
CA Walsh,18.5,3,62,4,3.35,1,Australia,Brisbane,11/18/1988,West Indies
PAJ DeFreitas,27,11,62,4,2.29,4,New Zealand,Auckland,1/30/1992,England
MG Hughes,24.83333333333333,6,62,4,2.49,3,New Zealand,Christchurch,2/25/1993,Australia
CJ McDermott,28,9,62,4,2.21,3,South Africa,Sydney,1/2/1994,Australia
PS de Villiers,19,3,62,4,3.26,2,England,The Oval,8/18/1994,South Africa
DJ Nash,29,4,62,4,2.13,1,India,Cuttack,11/8/1995,New Zealand
DE Malcolm,22,5,62,4,2.81,1,South Africa,Johannesburg,11/30/1995,England
DW Headley,19.5,3,62,4,3.17,1,Australia,Sydney,1/2/1999,England
CR Miller,20.5,6,62,4,3.02,2,Sri Lanka,Kandy,9/9/1999,Australia
Arshad Khan,31,8,62,4,2,1,Sri Lanka,Colombo (SSC),6/14/2000,Pakistan
Danish Kaneria,22,6,62,4,2.81,1,Bangladesh,Chattogram,1/16/2002,Pakistan
AF Giles,24.33333333333333,4,62,4,2.54,3,Sri Lanka,Manchester,6/13/2002,England
M Ntini,20.666666666666668,7,62,4,3,2,Pakistan,Cape Town,1/2/2003,South Africa
Danish Kaneria,20,0,62,4,3.1,4,England,Multan,11/12/2005,Pakistan
Z Khan,21,2,62,4,2.95,4,South Africa,Cape Town,1/2/2007,India
Shakib Al Hasan,16.5,1,62,4,3.75,3,England,Chattogram,3/12/2010,Bangladesh
TT Bresnan,20,4,62,4,3.1,1,India,Birmingham,8/10/2011,England
N Wagner,25,8,62,4,2.48,4,India,Auckland,2/6/2014,New Zealand
DL Piedt,25,3,62,4,2.48,3,Zimbabwe,Harare,8/9/2014,South Africa
N Pradeep,17,2,62,4,3.64,3,India,Colombo (SSC),8/28/2015,Sri Lanka
Rahat Ali,15.833333333333334,2,62,4,3.91,2,New Zealand,Christchurch,11/17/2016,Pakistan
R Ashwin,26,7,62,4,2.38,1,England,Birmingham,8/1/2018,India
JA Warrican,21.666666666666668,6,62,4,2.86,1,Bangladesh,Chattogram,11/22/2018,West Indies
Mohammad Amir,20,6,62,4,3.1,2,South Africa,Centurion,12/26/2018,Pakistan
MVT Fernando,17,1,62,4,3.64,1,South Africa,Durban,2/13/2019,Sri Lanka
SCJ Broad,15,1,62,4,4.13,4,Australia,The Oval,9/12/2019,England
ST Gabriel,15.5,3,62,4,4,1,England,Southampton,7/8/2020,West Indies
RA Jadeja,18,3,62,4,3.44,1,Australia,Sydney,1/7/2021,India
ARC Fraser,33,8,63,4,1.9,1,Australia,Birmingham,7/6/1989,England
SK Warne,26,7,63,4,2.42,3,New Zealand,Christchurch,2/25/1993,Australia
A Kumble,24,7,63,4,2.62,1,Australia,Delhi,10/10/1996,India
GJ Whittall,27,9,63,4,2.33,2,Pakistan,Bulawayo,3/14/1998,Zimbabwe
PR Adams,31,10,63,4,2.03,2,England,Manchester,7/2/1998,South Africa
PR Adams,22.5,6,63,4,2.8,3,New Zealand,Wellington,3/18/1999,South Africa
M Muralidaran,25.166666666666668,4,63,4,2.5,1,Australia,Kandy,9/9/1999,Sri Lanka
GW Flower,38.66666666666666,18,63,4,1.62,3,Bangladesh,Chattogram,11/15/2001,Zimbabwe
N Boje,25.33333333333333,6,63,4,2.48,1,Australia,Sydney,1/2/2002,South Africa
Shoaib Akhtar,18,4,63,4,3.5,2,West Indies,Sharjah,2/7/2002,Pakistan
B Lee,23,4,63,4,2.73,4,West Indies,St John's,5/9/2003,Australia
AJ Bichel,28.33333333333333,15,63,4,2.22,3,Zimbabwe,Perth,10/9/2003,Australia
AF Giles,40,14,63,4,1.57,3,Sri Lanka,Galle,12/2/2003,England
M Muralidaran,27,9,63,4,2.33,3,England,Colombo (SSC),12/18/2003,Sri Lanka
L Balaji,19,4,63,4,3.31,1,Pakistan,Rawalpindi,4/13/2004,India
SE Bond,19.166666666666668,5,63,4,3.28,3,Sri Lanka,Christchurch,12/7/2006,New Zealand
TG Southee,18,3,63,4,3.5,1,Australia,Brisbane,11/20/2008,New Zealand
Tanvir Ahmed,18.83333333333333,2,63,4,3.34,1,New Zealand,Hamilton,1/7/2011,Pakistan
Umar Gul,19,5,63,4,3.31,3,England,Dubai (DSC),1/17/2012,Pakistan
NM Lyon,21.666666666666668,4,63,4,2.9,4,India,Adelaide,1/24/2012,Australia
NLTC Perera,18,5,63,4,3.5,1,Pakistan,Pallekele,7/8/2012,Sri Lanka
MG Johnson,14,2,63,4,4.5,1,Sri Lanka,Melbourne,12/26/2012,Australia
Ziaur Rahman,23,8,63,4,2.73,4,Zimbabwe,Harare,4/25/2013,Bangladesh
ST Finn,15,3,63,4,4.2,2,New Zealand,Lord's,5/16/2013,England
PM Siddle,29.5,7,63,4,2.13,2,England,Manchester,8/1/2013,Australia
N Pradeep,16,0,63,4,3.93,1,New Zealand,Wellington,1/3/2015,Sri Lanka
R Ashwin,17.5,4,63,4,3.6,3,Sri Lanka,Nagpur,11/24/2017,India
Abdur Razzak,16,2,63,4,3.93,1,Sri Lanka,Mirpur,2/8/2018,Bangladesh
TG Southee,29,7,63,4,2.17,1,Sri Lanka,Colombo (PSS),8/22/2019,New Zealand
JR Hazlewood,21,3,63,4,3,3,Pakistan,Brisbane,11/21/2019,Australia
NM Lyon,22.5,3,63,4,2.8,4,New Zealand,Perth,12/12/2019,Australia
JK Lever,23,5,64,4,2.78,3,India,Leeds,6/19/1986,England
BA Reid,28.666666666666668,8,64,4,2.23,2,England,Adelaide,12/12/1986,Australia
GC Small,18.83333333333333,5,64,4,3.39,1,West Indies,Lord's,6/16/1988,England
DK Morrison,18.666666666666668,4,64,4,3.42,1,England,Lord's,6/21/1990,New Zealand
CA Walsh,24,7,64,4,2.66,3,England,Nottingham,7/4/1991,West Indies
M Muralidaran,35.166666666666664,8,64,4,1.81,1,South Africa,Colombo (PSS),9/14/1993,Sri Lanka
Aaqib Javed,25,5,64,4,2.56,2,Zimbabwe,Harare,2/15/1995,Pakistan
Mohammad Zahid,21,5,64,4,3.04,1,New Zealand,Rawalpindi,11/28/1996,Pakistan
PR Adams,21.33333333333333,6,64,4,3,4,West Indies,Centurion,1/15/1999,South Africa
SM Pollock,24.666666666666668,11,64,4,2.59,3,England,Johannesburg,11/25/1999,South Africa
SM Pollock,32,15,64,4,2,1,New Zealand,Gqeberha,11/30/2000,South Africa
BT Watambwa,22,5,64,4,2.9,3,Bangladesh,Harare,4/26/2001,Zimbabwe
SK Warne,28,8,64,4,2.28,3,England,The Oval,8/23/2001,Australia
M Muralidaran,26.666666666666668,7,64,4,2.4,3,Zimbabwe,Kandy,1/4/2002,Sri Lanka
HH Streak,34.166666666666664,11,64,4,1.87,1,England,Chester-le-Street,6/5/2003,Zimbabwe
PJ Wiseman,11.833333333333334,0,64,4,5.4,3,India,Ahmedabad,10/8/2003,New Zealand
M Muralidaran,56,28,64,4,1.14,4,England,Kandy,12/10/2003,Sri Lanka
HMRKB Herath,32.333333333333336,10,64,4,1.97,4,Pakistan,Faisalabad,10/20/2004,Sri Lanka
Shabbir Ahmed,22,4,64,4,2.9,2,West Indies,Kingston,6/3/2005,Pakistan
SK Warne,20,2,64,4,3.2,4,England,Lord's,7/21/2005,Australia
SR Clark,18,4,64,4,3.55,3,South Africa,Johannesburg,3/31/2006,Australia
CS Martin,13,1,64,4,4.92,1,Bangladesh,Dunedin,1/4/2008,New Zealand
Harbhajan Singh,18.33333333333333,2,64,4,3.49,4,Australia,Nagpur,11/6/2008,India
DR Tuffey,23.33333333333333,5,64,4,2.74,1,Pakistan,Wellington,12/3/2009,New Zealand
Umar Gul,25,3,64,4,2.56,3,Sri Lanka,Abu Dhabi,10/18/2011,Pakistan
PP Ojha,22,5,64,4,2.9,2,West Indies,Eden Gardens,11/14/2011,India
DW Steyn,18,3,64,4,3.55,2,Australia,Johannesburg,11/17/2011,South Africa
N Wagner,11,0,64,4,5.81,2,India,Auckland,2/6/2014,New Zealand
N Wagner,27,7,64,4,2.37,2,West Indies,Bridgetown,6/26/2014,New Zealand
KAJ Roach,22,6,64,4,2.9,3,Bangladesh,Kingstown,9/5/2014,West Indies
TA Boult,32.666666666666664,12,64,4,1.95,1,South Africa,Dunedin,3/8/2017,New Zealand
AG Cremer,23.83333333333333,3,64,4,2.68,1,West Indies,Bulawayo,10/21/2017,Zimbabwe
Shaheen Shah Afridi,18,1,64,4,3.55,2,South Africa,Centurion,12/26/2018,Pakistan
RTM Mendis,31,5,64,4,2.06,4,West Indies,Galle,11/21/2021,Sri Lanka
MD Marshall,26,4,65,4,2.5,4,New Zealand,Port of Spain,3/29/1985,West Indies
MG Hughes,17,2,65,4,3.82,2,West Indies,St John's,4/27/1991,Australia
AIC Dodemaide,23.83333333333333,9,65,4,2.72,2,Sri Lanka,Moratuwa,9/8/1992,Australia
TBA May,27,6,65,4,2.4,3,England,Leeds,7/22/1993,Australia
SL Watkin,25,9,65,4,2.6,4,Australia,The Oval,8/19/1993,England
CR Matthews,29,9,65,4,2.24,1,Australia,Durban,3/25/1994,South Africa
BM McMillan,26,5,65,4,2.5,1,New Zealand,Cape Town,1/2/1995,South Africa
Wasim Akram,23.33333333333333,5,65,4,2.78,3,West Indies,Peshawar,11/17/1997,Pakistan
DW Fleming,31,5,65,4,2.09,1,Pakistan,Brisbane,11/5/1999,Australia
WPUJC Vaas,21,3,65,4,3.09,2,India,Kandy,8/22/2001,Sri Lanka
AJ Tudor,25,8,65,4,2.6,2,Sri Lanka,Manchester,6/13/2002,England
JN Gillespie,31,12,65,4,2.09,2,India,Brisbane,12/4/2003,Australia
N Boje,20,2,65,4,3.25,1,New Zealand,Wellington,3/26/2004,South Africa
Mushfiqur Rahman,25.666666666666668,8,65,4,2.53,2,West Indies,Gros Islet,5/28/2004,Bangladesh
AF Giles,30.5,7,65,4,2.13,2,West Indies,Birmingham,7/29/2004,England
SM Pollock,31,11,65,4,2.09,4,England,Cape Town,1/2/2005,South Africa
M Muralidaran,34,7,65,4,1.91,2,New Zealand,Christchurch,12/7/2006,Sri Lanka
RJ Sidebottom,22,5,65,4,2.95,2,India,Lord's,7/19/2007,England
Abdur Rehman,24.5,10,65,4,2.65,4,West Indies,Basseterre,5/20/2011,Pakistan
D Bishoo,24.83333333333333,2,65,4,2.61,3,India,Kingston,6/20/2011,West Indies
RMS Eranga,23.5,6,65,4,2.76,1,Australia,Colombo (SSC),9/16/2011,Sri Lanka
PM Siddle,33,15,65,4,1.96,4,South Africa,Adelaide,11/22/2012,Australia
SCJ Broad,27.5,7,65,4,2.36,2,Australia,Lord's,8/14/2019,England
MD Marshall,28.666666666666668,8,66,4,2.3,3,New Zealand,Kingston,5/4/1985,West Indies
Wasim Akram,17.666666666666668,2,66,4,3.73,3,England,Lord's,6/18/1992,Pakistan
UC Hathurusinghe,22,5,66,4,3,1,Australia,Colombo (SSC),8/17/1992,Sri Lanka
CJ McDermott,25.166666666666668,8,66,4,2.62,2,West Indies,Melbourne,12/26/1992,Australia
Maninder Singh,35,8,66,4,1.88,3,Zimbabwe,Delhi,3/13/1993,India
CC Lewis,31,5,66,4,2.12,2,Sri Lanka,Colombo (SSC),3/13/1993,England
SK Warne,28.5,12,66,4,2.31,1,New Zealand,Brisbane,12/3/1993,Australia
DK Morrison,21.5,5,66,4,3.06,3,Pakistan,Christchurch,2/24/1994,New Zealand
SK Warne,37,13,66,4,1.78,3,Pakistan,Sydney,11/30/1995,Australia
PA Strang,38,11,66,4,1.73,2,Sri Lanka,Colombo (SSC),9/18/1996,Zimbabwe
CA Walsh,25,5,66,4,2.64,2,South Africa,Johannesburg,11/26/1998,West Indies
S Elworthy,27,10,66,4,2.44,1,New Zealand,Wellington,3/18/1999,South Africa
KR Pushpakumara,20.83333333333333,3,66,4,3.16,3,Pakistan,Karachi,3/12/2000,Sri Lanka
M Muralidaran,42.5,14,66,4,1.55,3,England,Galle,2/22/2001,Sri Lanka
SM Pollock,34,8,66,4,1.94,3,West Indies,Kingston,4/19/2001,South Africa
D Ramnarine,16,2,66,4,4.12,3,Sri Lanka,Kandy,11/21/2001,West Indies
A Kumble,29.83333333333333,12,66,4,2.21,3,England,Leeds,8/22/2002,India
AJ Bichel,24.33333333333333,7,66,4,2.71,1,Zimbabwe,Sydney,10/17/2003,Australia
GD McGrath,20.166666666666668,3,66,4,3.27,2,New Zealand,Adelaide,11/26/2004,Australia
DW Steyn,22,7,66,4,3,2,Bangladesh,Chattogram,2/29/2008,South Africa
B Lee,25.5,8,66,4,2.58,1,New Zealand,Adelaide,11/28/2008,Australia
IE O'Brien,21.5,4,66,4,3.06,3,Pakistan,Wellington,12/3/2009,New Zealand
I Sharma,18,3,66,4,3.66,1,Bangladesh,Mirpur,1/24/2010,India
JM Anderson,30.166666666666668,7,66,4,2.18,1,Australia,Sydney,1/3/2011,England
BV Vitori,24,5,66,4,2.75,2,Bangladesh,Harare,8/4/2011,Zimbabwe
Wahab Riaz,19,5,66,4,3.47,2,England,Dubai (DSC),10/22/2015,Pakistan
NM Lyon,29,8,66,4,2.27,2,West Indies,Melbourne,12/26/2015,Australia
Mohammed Shami,20,4,66,4,3.3,2,West Indies,North Sound,7/21/2016,India
MM Ali,21,4,66,4,3.14,2,Sri Lanka,Galle,11/6/2018,England
KAJ Roach,25,6,66,4,2.64,1,India,North Sound,8/22/2019,West Indies
Yasir Shah,18,2,66,4,3.66,2,England,Manchester,8/5/2020,Pakistan
N Wagner,13.833333333333334,0,66,4,4.77,3,West Indies,Hamilton,12/3/2020,New Zealand
Mehidy Hasan Miraz,30.666666666666668,10,66,4,2.15,4,Zimbabwe,Harare,7/7/2021,Bangladesh
J Garner,21.666666666666668,2,67,4,3.09,2,England,St John's,4/11/1986,West Indies
MG Hughes,21.5,4,67,4,3.11,1,West Indies,Kingston,3/1/1991,Australia
IR Bishop,19,1,67,4,3.52,3,New Zealand,Bridgetown,4/19/1996,West Indies
L Klusener,30,10,67,4,2.23,4,Australia,Adelaide,1/30/1998,South Africa
A Kumble,32.833333333333336,12,67,4,2.04,1,New Zealand,Kanpur,10/22/1999,India
VC Drakes,20,2,67,4,3.35,3,Zimbabwe,Harare,11/4/2003,West Indies
Saeed Ajmal,27,9,67,4,2.48,4,England,Dubai (DSC),2/3/2012,Pakistan
Junaid Khan,33,11,67,4,2.03,1,Zimbabwe,Harare,9/10/2013,Pakistan
JM Anderson,20.33333333333333,4,67,4,3.29,2,Australia,Melbourne,12/26/2013,England
JA Warrican,20,2,67,4,3.35,1,Sri Lanka,Colombo (PSS),10/22/2015,West Indies
CR Woakes,16,1,67,4,4.18,2,Pakistan,Manchester,7/22/2016,England
R Ashwin,28.166666666666668,7,67,4,2.37,1,Sri Lanka,Nagpur,11/24/2017,India
RG Holland,41,16,68,4,1.65,3,New Zealand,Sydney,11/22/1985,Australia
TM Alderman,32.166666666666664,9,68,4,2.11,1,West Indies,Melbourne,12/24/1988,Australia
GF Labrooy,23,5,68,4,2.95,1,New Zealand,Wellington,1/31/1991,Sri Lanka
MR Whitney,23,4,68,4,2.95,2,India,Perth,2/1/1992,Australia
JH Kallis,21,3,68,4,3.23,3,Zimbabwe,Bloemfontein,10/29/1999,South Africa
SK Warne,14.833333333333334,1,68,4,4.58,1,New Zealand,Wellington,3/24/2000,Australia
MJ Hoggard,19.166666666666668,3,68,4,3.54,3,New Zealand,Auckland,3/30/2002,England
PT Collins,30,9,68,4,2.26,1,New Zealand,St George's,6/28/2002,West Indies
Shabbir Ahmed,23,6,68,4,2.95,3,Bangladesh,Multan,9/3/2003,Pakistan
Z Khan,23,3,68,4,2.95,2,New Zealand,Ahmedabad,10/8/2003,India
A Flintoff,23,6,68,4,2.95,1,Pakistan,Multan,11/12/2005,England
RP Singh,14,2,68,4,4.85,2,Australia,Perth,1/16/2008,India
Harbhajan Singh,20.83333333333333,2,68,4,3.26,2,England,Mohali,12/19/2008,India
GP Swann,27.33333333333333,9,68,4,2.48,2,Pakistan,The Oval,8/18/2010,England
D Bishoo,25,6,68,4,2.72,2,Pakistan,Providence,5/12/2011,West Indies
PVD Chameera,17,1,68,4,4,4,New Zealand,Hamilton,12/18/2015,Sri Lanka
JR Hazlewood,22,5,68,4,3.09,1,South Africa,Adelaide,11/24/2016,Australia
Kuldeep Yadav,23,3,68,4,2.95,1,Australia,Dharamsala,3/25/2017,India
R Ashwin,28.5,6,68,4,2.38,3,Sri Lanka,Pallekele,8/12/2017,India
AR Patel,26,7,68,4,2.61,1,England,Ahmedabad,3/4/2021,India
J Garner,17,2,69,4,4.05,3,England,Bridgetown,3/21/1986,West Indies
Imran Khan,32,11,69,4,2.15,1,Sri Lanka,Colombo (PSS),3/22/1986,Pakistan
N Kapil Dev,26,3,69,4,2.65,2,Sri Lanka,Cuttack,1/4/1987,India
RJ Shastri,24,3,69,4,2.87,3,Pakistan,Bengaluru,3/13/1987,India
MC Snedden,18.5,3,69,4,3.72,2,India,Hyderabad (Deccan),12/2/1988,New Zealand
N Kapil Dev,24,5,69,4,2.87,1,Pakistan,Karachi,11/15/1989,India
Sir RJ Hadlee,22.83333333333333,3,69,4,3.02,3,India,Christchurch,2/2/1990,New Zealand
A Kumble,37,10,69,4,1.86,2,Sri Lanka,Lucknow,1/18/1994,India
Waqar Younis,18,2,69,4,3.83,3,Australia,Karachi,9/28/1994,Pakistan
SD Jack,27,7,69,4,2.55,1,New Zealand,Cape Town,1/2/1995,South Africa
DG Cork,22,5,69,4,3.13,2,West Indies,Birmingham,7/6/1995,England
Waqar Younis,24,6,69,4,2.87,2,England,Lord's,7/25/1996,Pakistan
PL Symcox,27.33333333333333,4,69,4,2.52,1,Australia,Melbourne,12/26/1997,South Africa
AA Donald,26.5,2,69,4,2.6,1,New Zealand,Gqeberha,11/30/2000,South Africa
B Lee,23,4,69,4,3,2,West Indies,Port of Spain,4/19/2003,Australia
AF Giles,32.833333333333336,9,69,4,2.1,1,Sri Lanka,Galle,12/2/2003,England
SM Pollock,32,10,69,4,2.15,3,West Indies,Centurion,1/16/2004,South Africa
N Boje,33.333333333333336,7,69,4,2.07,3,New Zealand,Wellington,3/26/2004,South Africa
Z Khan,27,8,69,4,2.55,1,New Zealand,Hyderabad,11/12/2010,India
NM Lyon,21.83333333333333,1,69,4,3.16,1,New Zealand,Brisbane,12/1/2011,Australia
NM Lyon,33,7,69,4,2.09,2,West Indies,Roseau,4/23/2012,Australia
PP Chawla,21.83333333333333,1,69,4,3.16,1,England,Nagpur,12/13/2012,India
M Morkel,20,2,69,4,3.45,2,West Indies,Gqeberha,12/26/2014,South Africa
KTGD Prasad,19,3,69,4,3.63,3,India,Colombo (SSC),8/28/2015,Sri Lanka
R Ashwin,20,2,69,4,3.45,4,Sri Lanka,Colombo (SSC),8/28/2015,India
MM Ali,25,3,69,4,2.76,2,South Africa,Durban,12/26/2015,England
Yasir Shah,31,9,69,4,2.22,4,England,Lord's,7/14/2016,Pakistan
RAS Lakmal,19.83333333333333,2,69,4,3.47,3,South Africa,Cape Town,1/2/2017,Sri Lanka
NM Lyon,24.5,5,69,4,2.81,3,England,The Oval,9/12/2019,Australia
R Ashwin,28.666666666666668,9,69,4,2.4,2,South Africa,Pune,10/10/2019,India
JG Thomas,16.166666666666668,2,70,4,4.32,1,West Indies,Bridgetown,3/21/1986,England
DR Pringle,24.5,6,70,4,2.85,1,Australia,The Oval,8/24/1989,England
IR Bishop,24.5,8,70,4,2.85,2,England,Bridgetown,4/5/1990,West Indies
DE Malcolm,15.833333333333334,1,70,4,4.42,2,Pakistan,Lord's,6/18/1992,England
A Kumble,26,9,70,4,2.69,3,England,Wankhede,2/19/1993,India
Wasim Akram,32,7,70,4,2.18,2,Zimbabwe,Lahore,12/16/1993,Pakistan
GJ Whittall,33,8,70,4,2.12,1,Sri Lanka,Harare,10/11/1994,Zimbabwe
DK Morrison,25,4,70,4,2.8,2,South Africa,Durban,12/26/1994,New Zealand
SK Warne,23.666666666666668,8,70,4,2.95,3,West Indies,Kingston,4/29/1995,Australia
CEL Ambrose,24,5,70,4,2.91,3,England,Lord's,6/22/1995,West Indies
SB Doull,30,6,70,4,2.33,1,Australia,Brisbane,11/7/1997,New Zealand
CEL Ambrose,27,7,70,4,2.59,2,England,Manchester,8/3/2000,West Indies
AR Caddick,25,5,70,4,2.8,1,New Zealand,Auckland,3/30/2002,England
CD Collymore,24,5,70,4,2.91,2,Zimbabwe,Bulawayo,11/12/2003,West Indies
FH Edwards,20,4,70,4,3.5,2,England,Bridgetown,4/1/2004,West Indies
SK Warne,37,14,70,4,1.89,4,Sri Lanka,Cairns,7/9/2004,Australia
A Kumble,29,7,70,4,2.41,3,England,Mohali,3/9/2006,India
S Sreesanth,22,5,70,4,3.18,1,England,Wankhede,3/18/2006,India
DL Vettori,24,6,70,4,2.91,3,Bangladesh,Dunedin,1/4/2008,New Zealand
